Project ID,Report Date,Number of Tasks Completed,Number of Tasks In Progress,Number of Delayed Tasks,Daily Progress Percentage
PRJ_129,2023-01-16,15,9,3,16.47
PRJ_129,2023-01-17,16,9,5,18.22
PRJ_129,2023-01-18,17,13,5,19.97
PRJ_129,2023-01-19,18,16,6,22.56
PRJ_129,2023-01-20,20,17,7,26.01
PRJ_129,2023-01-21,24,16,8,29.72
PRJ_129,2023-01-22,27,16,9,32.76
PRJ_130,2023-01-09,0,3,0,0.67
PRJ_130,2023-01-10,1,6,0,1.67
PRJ_130,2023-01-11,1,10,0,3.67
PRJ_130,2023-01-12,3,10,0,6.62
PRJ_130,2023-01-13,7,8,0,9.15
PRJ_130,2023-01-14,9,9,0,11.01
PRJ_130,2023-01-15,9,11,3,13.21
PRJ_130,2023-01-16,11,13,6,16.07
PRJ_130,2023-01-17,15,12,6,18.64
PRJ_130,2023-01-18,17,14,6,21.05
PRJ_130,2023-01-19,18,17,6,23.69
PRJ_130,2023-01-20,22,13,8,27.3
PRJ_130,2023-01-21,24,15,9,29.79
PRJ_130,2023-01-22,27,17,9,32.66
PRJ_131,2023-01-10,0,6,0,2.67
PRJ_131,2023-01-11,3,3,0,4.67
PRJ_131,2023-01-12,5,2,0,5.67
PRJ_131,2023-01-13,6,5,0,6.33
PRJ_131,2023-01-14,6,7,0,7.52
PRJ_131,2023-01-15,7,8,0,9.37
PRJ_131,2023-01-16,7,10,1,11.55
PRJ_131,2023-01-17,10,8,2,14.23
PRJ_131,2023-01-18,15,8,4,16.08
PRJ_131,2023-01-19,16,14,5,17.66
PRJ_131,2023-01-20,16,16,6,20.23
PRJ_131,2023-01-21,18,19,9,22.98
PRJ_131,2023-01-22,20,19,10,26.14
PRJ_132,2023-01-10,0,5,0,2.0
PRJ_132,2023-01-11,2,5,0,3.67
PRJ_132,2023-01-12,4,3,0,5.33
PRJ_132,2023-01-13,5,2,0,6.33
PRJ_132,2023-01-14,7,2,0,7.0
PRJ_132,2023-01-15,7,2,0,7.53
PRJ_132,2023-01-16,7,9,2,8.07
PRJ_132,2023-01-17,8,14,3,10.26
PRJ_132,2023-01-18,8,20,5,13.18
PRJ_132,2023-01-19,12,19,7,17.38
PRJ_132,2023-01-20,14,19,9,20.88
PRJ_132,2023-01-21,17,20,12,24.21
PRJ_132,2023-01-22,20,21,15,27.56
PRJ_133,2023-01-10,0,4,0,2.33
PRJ_133,2023-01-11,3,4,0,3.67
PRJ_133,2023-01-12,4,8,0,4.7
PRJ_133,2023-01-13,4,10,0,6.72
PRJ_133,2023-01-14,5,11,0,9.27
PRJ_133,2023-01-15,7,10,0,11.94
PRJ_133,2023-01-16,10,11,1,14.15
PRJ_133,2023-01-17,14,9,1,16.58
PRJ_133,2023-01-18,15,14,2,18.77
PRJ_133,2023-01-19,16,14,3,22.08
PRJ_133,2023-01-20,21,10,4,25.39
PRJ_133,2023-01-21,23,10,5,27.41
PRJ_133,2023-01-22,27,8,6,29.17
PRJ_134,2023-01-10,0,7,0,2.33
PRJ_134,2023-01-11,3,5,0,4.53
PRJ_134,2023-01-12,4,5,0,6.07
PRJ_134,2023-01-13,6,6,0,7.6
PRJ_134,2023-01-14,7,10,0,9.33
PRJ_134,2023-01-15,9,10,0,11.89
PRJ_134,2023-01-16,11,9,0,14.45
PRJ_134,2023-01-17,13,12,2,16.68
PRJ_134,2023-01-18,15,14,3,19.52
PRJ_134,2023-01-19,17,14,5,22.6
PRJ_134,2023-01-20,21,13,5,25.32
PRJ_134,2023-01-21,23,14,5,27.75
PRJ_134,2023-01-22,25,15,6,30.6
PRJ_135,2023-01-10,0,5,0,2.0
PRJ_135,2023-01-11,2,7,0,3.67
PRJ_135,2023-01-12,4,7,0,5.7
PRJ_135,2023-01-13,5,8,0,7.73
PRJ_135,2023-01-14,7,9,0,10.02
PRJ_135,2023-01-15,9,11,0,12.47
PRJ_135,2023-01-16,11,11,2,15.28
PRJ_135,2023-01-17,15,9,1,18.09
PRJ_135,2023-01-18,17,12,3,20.23
PRJ_135,2023-01-19,19,13,5,22.44
PRJ_135,2023-01-20,21,16,4,24.91
PRJ_135,2023-01-21,23,16,6,28.21
PRJ_135,2023-01-22,25,18,6,31.22
PRJ_136,2023-01-10,0,3,0,0.67
PRJ_136,2023-01-11,1,5,0,1.67
PRJ_136,2023-01-12,1,9,0,3.2
PRJ_136,2023-01-13,3,8,0,5.93
PRJ_136,2023-01-14,5,6,0,8.2
PRJ_136,2023-01-15,8,5,0,9.8
PRJ_136,2023-01-16,9,8,3,10.71
PRJ_136,2023-01-17,10,13,5,12.3
PRJ_136,2023-01-18,11,16,5,14.87
PRJ_136,2023-01-19,13,17,6,18.13
PRJ_136,2023-01-20,16,16,6,21.53
PRJ_136,2023-01-21,18,17,8,24.57
PRJ_136,2023-01-22,21,17,12,27.94
PRJ_137,2023-01-10,0,5,0,2.0
PRJ_137,2023-01-11,2,5,0,3.67
PRJ_137,2023-01-12,4,5,0,5.33
PRJ_137,2023-01-13,5,6,0,7.0
PRJ_137,2023-01-14,7,7,0,8.87
PRJ_137,2023-01-15,9,7,0,10.83
PRJ_137,2023-01-16,10,7,2,12.8
PRJ_137,2023-01-17,12,7,3,14.53
PRJ_137,2023-01-18,15,5,5,16.01
PRJ_137,2023-01-19,15,8,6,16.7
PRJ_137,2023-01-20,16,13,7,17.99
PRJ_137,2023-01-21,16,16,9,20.34
PRJ_137,2023-01-22,17,18,11,23.42
PRJ_138,2023-01-10,0,6,0,1.67
PRJ_138,2023-01-11,2,6,0,3.53
PRJ_138,2023-01-12,3,5,0,5.27
PRJ_138,2023-01-13,5,5,0,6.67
PRJ_138,2023-01-14,6,5,0,7.93
PRJ_138,2023-01-15,7,5,0,9.2
PRJ_138,2023-01-16,9,4,1,10.6
PRJ_138,2023-01-17,10,6,2,11.8
PRJ_138,2023-01-18,12,7,3,13.41
PRJ_138,2023-01-19,13,7,5,14.99
PRJ_138,2023-01-20,15,12,8,16.34
PRJ_138,2023-01-21,16,16,10,18.37
PRJ_138,2023-01-22,16,18,13,21.34
PRJ_139,2023-01-10,0,4,0,0.67
PRJ_139,2023-01-11,0,6,0,1.87
PRJ_139,2023-01-12,2,7,0,3.73
PRJ_139,2023-01-13,3,6,0,5.74
PRJ_139,2023-01-14,5,6,0,7.42
PRJ_139,2023-01-15,8,4,0,8.87
PRJ_139,2023-01-16,8,6,3,9.66
PRJ_139,2023-01-17,9,9,4,10.89
PRJ_139,2023-01-18,9,12,6,12.73
PRJ_139,2023-01-19,11,13,7,15.32
PRJ_139,2023-01-20,14,15,8,18.04
PRJ_139,2023-01-21,16,16,10,20.8
PRJ_139,2023-01-22,18,19,13,23.47
PRJ_140,2023-01-10,0,5,0,1.33
PRJ_140,2023-01-11,1,5,0,3.0
PRJ_140,2023-01-12,3,5,0,4.67
PRJ_140,2023-01-13,5,3,0,6.33
PRJ_140,2023-01-14,6,4,0,7.33
PRJ_140,2023-01-15,8,2,0,8.67
PRJ_140,2023-01-16,8,5,3,9.33
PRJ_140,2023-01-17,10,8,4,11.0
PRJ_140,2023-01-18,10,10,5,12.9
PRJ_140,2023-01-19,13,11,8,15.21
PRJ_140,2023-01-20,15,15,9,17.36
PRJ_140,2023-01-21,16,18,12,19.71
PRJ_140,2023-01-22,18,20,14,22.56
PRJ_141,2023-01-10,0,6,0,1.83
PRJ_141,2023-01-11,1,6,0,3.75
PRJ_141,2023-01-12,4,7,0,5.67
PRJ_141,2023-01-13,6,7,0,7.49
PRJ_141,2023-01-14,7,9,0,9.11
PRJ_141,2023-01-15,7,11,0,11.09
PRJ_141,2023-01-16,10,12,2,13.42
PRJ_141,2023-01-17,12,15,3,15.8
PRJ_141,2023-01-18,12,17,3,18.36
PRJ_141,2023-01-19,14,16,4,21.36
PRJ_141,2023-01-20,19,15,5,24.24
PRJ_141,2023-01-21,21,17,5,27.16
PRJ_141,2023-01-22,22,18,8,30.24
PRJ_142,2023-01-10,0,4,0,0.67
PRJ_142,2023-01-11,0,5,0,2.0
PRJ_142,2023-01-12,2,4,0,3.67
PRJ_142,2023-01-13,4,2,0,5.0
PRJ_142,2023-01-14,5,2,0,5.67
PRJ_142,2023-01-15,6,1,0,6.33
PRJ_142,2023-01-16,6,6,4,6.67
PRJ_142,2023-01-17,7,12,5,8.33
PRJ_142,2023-01-18,7,16,6,10.75
PRJ_142,2023-01-19,10,16,9,14.04
PRJ_142,2023-01-20,12,19,11,16.87
PRJ_142,2023-01-21,15,19,14,19.84
PRJ_142,2023-01-22,16,20,16,22.44
PRJ_143,2023-01-10,0,5,0,1.33
PRJ_143,2023-01-11,1,9,0,2.92
PRJ_143,2023-01-12,3,10,0,5.75
PRJ_143,2023-01-13,4,13,0,8.92
PRJ_143,2023-01-14,9,10,0,12.69
PRJ_143,2023-01-15,13,9,0,15.56
PRJ_143,2023-01-16,15,9,3,17.95
PRJ_143,2023-01-17,17,9,3,20.1
PRJ_143,2023-01-18,18,10,4,22.0
PRJ_143,2023-01-19,21,9,3,24.23
PRJ_143,2023-01-20,23,11,3,26.24
PRJ_143,2023-01-21,25,12,3,28.92
PRJ_143,2023-01-22,27,13,3,31.93
PRJ_144,2023-01-10,0,5,0,2.67
PRJ_144,2023-01-11,3,6,0,4.33
PRJ_144,2023-01-12,5,6,0,6.2
PRJ_144,2023-01-13,5,7,0,8.07
PRJ_144,2023-01-14,8,6,0,10.27
PRJ_144,2023-01-15,10,7,0,11.9
PRJ_144,2023-01-16,12,8,1,13.68
PRJ_144,2023-01-17,13,9,1,15.69
PRJ_144,2023-01-18,15,9,4,18.03
PRJ_144,2023-01-19,17,10,5,20.18
PRJ_144,2023-01-20,19,10,6,21.92
PRJ_144,2023-01-21,20,13,8,23.66
PRJ_144,2023-01-22,21,13,10,25.96
PRJ_145,2023-01-11,0,7,0,3.0
PRJ_145,2023-01-12,4,5,0,5.33
PRJ_145,2023-01-13,5,7,0,7.0
PRJ_145,2023-01-14,7,6,0,9.2
PRJ_145,2023-01-15,9,8,0,10.93
PRJ_145,2023-01-16,11,9,0,12.83
PRJ_145,2023-01-17,11,10,0,14.93
PRJ_145,2023-01-18,13,12,2,17.23
PRJ_145,2023-01-19,17,12,2,19.99
PRJ_145,2023-01-20,17,12,3,22.7
PRJ_145,2023-01-21,20,13,4,25.41
PRJ_145,2023-01-22,23,15,5,28.03
PRJ_146,2023-01-11,0,3,0,1.33
PRJ_146,2023-01-12,2,2,0,2.2
PRJ_146,2023-01-13,2,3,0,2.73
PRJ_146,2023-01-14,2,5,0,3.47
PRJ_146,2023-01-15,3,6,0,4.87
PRJ_146,2023-01-16,4,7,0,6.38
PRJ_146,2023-01-17,6,8,1,8.36
PRJ_146,2023-01-18,8,9,4,10.44
PRJ_146,2023-01-19,10,11,6,12.74
PRJ_146,2023-01-20,12,12,9,15.2
PRJ_146,2023-01-21,14,15,12,17.47
PRJ_146,2023-01-22,16,18,13,20.23
PRJ_147,2023-01-11,0,4,0,1.33
PRJ_147,2023-01-12,1,6,0,2.67
PRJ_147,2023-01-13,3,5,0,4.53
PRJ_147,2023-01-14,4,7,0,6.07
PRJ_147,2023-01-15,6,8,0,8.02
PRJ_147,2023-01-16,7,9,0,10.17
PRJ_147,2023-01-17,9,10,3,12.44
PRJ_147,2023-01-18,12,12,3,14.81
PRJ_147,2023-01-19,13,12,5,17.41
PRJ_147,2023-01-20,16,13,6,19.88
PRJ_147,2023-01-21,19,14,6,22.64
PRJ_147,2023-01-22,20,16,8,25.0
PRJ_148,2023-01-11,0,6,0,2.33
PRJ_148,2023-01-12,3,7,0,4.2
PRJ_148,2023-01-13,4,10,0,6.18
PRJ_148,2023-01-14,5,11,0,8.95
PRJ_148,2023-01-15,7,11,0,12.05
PRJ_148,2023-01-16,11,7,0,15.15
PRJ_148,2023-01-17,15,5,0,17.13
PRJ_148,2023-01-18,18,4,1,18.53
PRJ_148,2023-01-19,18,8,1,19.73
PRJ_148,2023-01-20,19,9,2,21.88
PRJ_148,2023-01-21,21,10,3,24.15
PRJ_148,2023-01-22,24,9,4,26.17
PRJ_149,2023-01-11,0,5,0,3.0
PRJ_149,2023-01-12,4,2,0,4.67
PRJ_149,2023-01-13,5,5,0,5.33
PRJ_149,2023-01-14,5,9,0,6.67
PRJ_149,2023-01-15,6,10,0,8.75
PRJ_149,2023-01-16,8,12,0,11.08
PRJ_149,2023-01-17,9,15,0,13.52
PRJ_149,2023-01-18,10,17,2,16.65
PRJ_149,2023-01-19,13,15,3,20.01
PRJ_149,2023-01-20,18,14,5,23.13
PRJ_149,2023-01-21,20,15,6,25.5
PRJ_149,2023-01-22,23,15,6,27.7
PRJ_150,2023-01-11,0,6,0,2.33
PRJ_150,2023-01-12,3,5,0,4.33
PRJ_150,2023-01-13,4,7,0,6.0
PRJ_150,2023-01-14,6,6,0,8.25
PRJ_150,2023-01-15,8,8,0,9.94
PRJ_150,2023-01-16,10,7,0,12.31
PRJ_150,2023-01-17,11,7,1,14.25
PRJ_150,2023-01-18,15,5,3,16.28
PRJ_150,2023-01-19,15,9,4,17.31
PRJ_150,2023-01-20,17,10,6,19.04
PRJ_150,2023-01-21,17,16,6,20.85
PRJ_150,2023-01-22,19,15,9,24.02
PRJ_151,2023-01-11,0,5,0,0.58
PRJ_151,2023-01-12,0,9,0,1.9
PRJ_151,2023-01-13,1,10,0,4.38
PRJ_151,2023-01-14,3,10,0,7.03
PRJ_151,2023-01-15,6,7,0,9.68
PRJ_151,2023-01-16,9,5,0,11.33
PRJ_151,2023-01-17,10,7,1,12.45
PRJ_151,2023-01-18,12,11,2,13.79
PRJ_151,2023-01-19,13,13,3,16.42
PRJ_151,2023-01-20,14,16,4,19.28
PRJ_151,2023-01-21,19,14,5,22.64
PRJ_151,2023-01-22,19,17,6,25.25
PRJ_152,2023-01-11,0,2,0,0.67
PRJ_152,2023-01-12,1,4,0,1.33
PRJ_152,2023-01-13,1,5,0,2.48
PRJ_152,2023-01-14,2,5,0,3.76
PRJ_152,2023-01-15,4,9,0,4.91
PRJ_152,2023-01-16,4,9,0,6.91
PRJ_152,2023-01-17,4,11,3,8.91
PRJ_152,2023-01-18,7,14,6,11.49
PRJ_152,2023-01-19,9,16,7,14.16
PRJ_152,2023-01-20,13,16,7,17.19
PRJ_152,2023-01-21,15,16,8,19.95
PRJ_152,2023-01-22,16,20,11,22.46
PRJ_153,2023-01-11,0,7,0,1.67
PRJ_153,2023-01-12,2,7,0,3.87
PRJ_153,2023-01-13,3,8,0,6.07
PRJ_153,2023-01-14,6,8,0,8.52
PRJ_153,2023-01-15,8,10,0,10.74
PRJ_153,2023-01-16,10,9,0,13.12
PRJ_153,2023-01-17,13,8,1,15.29
PRJ_153,2023-01-18,14,11,3,17.21
PRJ_153,2023-01-19,15,12,3,20.0
PRJ_153,2023-01-20,18,9,4,22.87
PRJ_153,2023-01-21,22,11,4,24.86
PRJ_153,2023-01-22,23,14,5,27.31
PRJ_154,2023-01-11,0,4,0,1.67
PRJ_154,2023-01-12,2,5,0,3.0
PRJ_154,2023-01-13,3,6,0,4.67
PRJ_154,2023-01-14,4,8,0,6.32
PRJ_154,2023-01-15,7,5,0,8.57
PRJ_154,2023-01-16,7,9,0,9.81
PRJ_154,2023-01-17,9,9,2,12.3
PRJ_154,2023-01-18,11,13,4,14.33
PRJ_154,2023-01-19,14,13,5,17.02
PRJ_154,2023-01-20,15,14,6,19.5
PRJ_154,2023-01-21,18,18,7,22.1
PRJ_154,2023-01-22,19,19,8,25.53
PRJ_155,2023-01-11,0,4,0,1.33
PRJ_155,2023-01-12,2,5,0,2.53
PRJ_155,2023-01-13,2,8,0,3.72
PRJ_155,2023-01-14,3,9,0,5.68
PRJ_155,2023-01-15,3,13,0,7.85
PRJ_155,2023-01-16,6,13,0,10.76
PRJ_155,2023-01-17,10,11,1,13.51
PRJ_155,2023-01-18,12,9,2,15.67
PRJ_155,2023-01-19,14,11,3,17.3
PRJ_155,2023-01-20,14,12,5,19.16
PRJ_155,2023-01-21,16,16,6,21.17
PRJ_155,2023-01-22,19,19,6,23.95
PRJ_156,2023-01-11,0,3,0,1.0
PRJ_156,2023-01-12,1,3,0,1.87
PRJ_156,2023-01-13,2,4,0,2.73
PRJ_156,2023-01-14,2,6,0,3.72
PRJ_156,2023-01-15,3,9,0,5.22
PRJ_156,2023-01-16,5,7,0,7.49
PRJ_156,2023-01-17,6,10,2,9.23
PRJ_156,2023-01-18,8,12,4,11.29
PRJ_156,2023-01-19,9,16,7,13.53
PRJ_156,2023-01-20,12,17,9,16.48
PRJ_156,2023-01-21,15,19,9,19.77
PRJ_156,2023-01-22,17,20,10,23.21
PRJ_157,2023-01-11,0,6,0,1.67
PRJ_157,2023-01-12,1,8,0,3.67
PRJ_157,2023-01-13,4,6,0,6.17
PRJ_157,2023-01-14,6,5,0,8.0
PRJ_157,2023-01-15,8,7,0,9.5
PRJ_157,2023-01-16,9,8,0,11.42
PRJ_157,2023-01-17,10,10,3,13.53
PRJ_157,2023-01-18,13,11,2,16.11
PRJ_157,2023-01-19,15,10,3,18.67
PRJ_157,2023-01-20,17,13,5,20.98
PRJ_157,2023-01-21,21,14,6,23.66
PRJ_157,2023-01-22,22,16,6,26.45
PRJ_158,2023-01-11,0,4,0,2.0
PRJ_158,2023-01-12,2,5,0,3.33
PRJ_158,2023-01-13,4,7,0,5.0
PRJ_158,2023-01-14,4,9,0,7.2
PRJ_158,2023-01-15,7,9,0,10.07
PRJ_158,2023-01-16,10,6,0,12.93
PRJ_158,2023-01-17,12,6,2,14.8
PRJ_158,2023-01-18,16,5,3,16.3
PRJ_158,2023-01-19,16,7,5,17.09
PRJ_158,2023-01-20,16,9,6,18.28
PRJ_158,2023-01-21,17,9,6,19.76
PRJ_158,2023-01-22,19,11,7,20.98
PRJ_159,2023-01-11,0,1,0,0.67
PRJ_159,2023-01-12,1,2,0,1.0
PRJ_159,2023-01-13,1,3,0,1.67
PRJ_159,2023-01-14,1,6,0,2.53
PRJ_159,2023-01-15,3,7,0,4.13
PRJ_159,2023-01-16,3,10,0,5.7
PRJ_159,2023-01-17,4,10,3,8.13
PRJ_159,2023-01-18,6,11,6,10.57
PRJ_159,2023-01-19,10,11,8,12.95
PRJ_159,2023-01-20,12,14,8,14.84
PRJ_159,2023-01-21,14,15,10,17.21
PRJ_159,2023-01-22,15,17,11,19.68
PRJ_160,2023-01-12,0,6,0,2.67
PRJ_160,2023-01-13,4,5,0,4.67
PRJ_160,2023-01-14,4,6,0,6.2
PRJ_160,2023-01-15,6,5,0,8.07
PRJ_160,2023-01-16,8,5,0,9.47
PRJ_160,2023-01-17,9,6,0,10.87
PRJ_160,2023-01-18,10,7,0,12.38
PRJ_160,2023-01-19,12,6,2,14.36
PRJ_160,2023-01-20,14,8,3,16.0
PRJ_160,2023-01-21,16,9,4,17.93
PRJ_160,2023-01-22,17,11,6,20.2
PRJ_161,2023-01-12,0,5,0,1.33
PRJ_161,2023-01-13,1,6,0,3.0
PRJ_161,2023-01-14,3,5,0,5.0
PRJ_161,2023-01-15,5,6,0,6.67
PRJ_161,2023-01-16,7,5,0,8.31
PRJ_161,2023-01-17,8,8,0,9.62
PRJ_161,2023-01-18,9,9,3,11.8
PRJ_161,2023-01-19,10,13,4,14.31
PRJ_161,2023-01-20,14,12,5,17.64
PRJ_161,2023-01-21,16,15,6,20.52
PRJ_161,2023-01-22,20,15,8,24.0
PRJ_162,2023-01-12,0,5,0,1.33
PRJ_162,2023-01-13,2,5,0,2.73
PRJ_162,2023-01-14,2,7,0,3.97
PRJ_162,2023-01-15,3,8,0,5.73
PRJ_162,2023-01-16,4,9,0,7.83
PRJ_162,2023-01-17,7,12,0,10.04
PRJ_162,2023-01-18,9,10,0,12.58
PRJ_162,2023-01-19,12,10,2,14.46
PRJ_162,2023-01-20,13,11,3,16.5
PRJ_162,2023-01-21,14,11,6,18.5
PRJ_162,2023-01-22,16,13,8,20.33
PRJ_163,2023-01-12,0,5,0,1.33
PRJ_163,2023-01-13,1,6,0,2.87
PRJ_163,2023-01-14,3,7,0,4.73
PRJ_163,2023-01-15,4,8,0,6.8
PRJ_163,2023-01-16,6,9,0,8.99
PRJ_163,2023-01-17,9,9,0,11.22
PRJ_163,2023-01-18,10,9,2,13.26
PRJ_163,2023-01-19,12,11,3,15.17
PRJ_163,2023-01-20,13,15,4,17.62
PRJ_163,2023-01-21,15,16,6,20.91
PRJ_163,2023-01-22,19,16,5,24.5
PRJ_164,2023-01-12,0,5,0,1.33
PRJ_164,2023-01-13,1,7,0,3.0
PRJ_164,2023-01-14,3,7,0,5.33
PRJ_164,2023-01-15,5,7,0,7.48
PRJ_164,2023-01-16,8,6,0,9.49
PRJ_164,2023-01-17,9,7,0,10.97
PRJ_164,2023-01-18,10,9,3,12.66
PRJ_164,2023-01-19,11,12,4,14.82
PRJ_164,2023-01-20,13,14,5,17.47
PRJ_164,2023-01-21,16,12,4,20.67
PRJ_164,2023-01-22,19,9,6,23.4
PRJ_165,2023-01-12,0,7,0,2.33
PRJ_165,2023-01-13,3,6,0,4.45
PRJ_165,2023-01-14,4,8,0,6.23
PRJ_165,2023-01-15,5,10,0,8.55
PRJ_165,2023-01-16,8,9,0,11.4
PRJ_165,2023-01-17,11,9,0,13.79
PRJ_165,2023-01-18,13,10,0,16.23
PRJ_165,2023-01-19,15,15,1,18.77
PRJ_165,2023-01-20,18,13,2,22.73
PRJ_165,2023-01-21,21,13,3,26.16
PRJ_165,2023-01-22,25,12,4,29.34
PRJ_166,2023-01-12,0,4,0,1.67
PRJ_166,2023-01-13,2,5,0,2.83
PRJ_166,2023-01-14,3,6,0,4.2
PRJ_166,2023-01-15,3,7,0,5.73
PRJ_166,2023-01-16,5,9,0,7.6
PRJ_166,2023-01-17,6,14,0,9.69
PRJ_166,2023-01-18,9,13,1,12.45
PRJ_166,2023-01-19,10,16,2,15.0
PRJ_166,2023-01-20,13,14,4,18.35
PRJ_166,2023-01-21,15,16,6,21.19
PRJ_166,2023-01-22,18,17,8,24.35
PRJ_167,2023-01-12,0,8,0,1.5
PRJ_167,2023-01-13,1,8,0,3.87
PRJ_167,2023-01-14,2,7,0,6.23
PRJ_167,2023-01-15,7,4,0,8.27
PRJ_167,2023-01-16,8,10,0,9.33
PRJ_167,2023-01-17,9,10,0,11.84
PRJ_167,2023-01-18,10,10,0,14.48
PRJ_167,2023-01-19,13,11,2,17.12
PRJ_167,2023-01-20,16,10,2,19.66
PRJ_167,2023-01-21,19,9,4,21.81
PRJ_167,2023-01-22,21,10,5,23.82
PRJ_168,2023-01-12,0,4,0,1.67
PRJ_168,2023-01-13,2,5,0,3.0
PRJ_168,2023-01-14,3,6,0,4.53
PRJ_168,2023-01-15,4,7,0,6.4
PRJ_168,2023-01-16,6,6,0,8.6
PRJ_168,2023-01-17,8,6,0,10.47
PRJ_168,2023-01-18,11,3,2,12.12
PRJ_168,2023-01-19,12,7,3,12.92
PRJ_168,2023-01-20,13,9,5,14.29
PRJ_168,2023-01-21,13,11,7,15.72
PRJ_168,2023-01-22,15,13,8,17.57
PRJ_169,2023-01-12,0,4,0,1.0
PRJ_169,2023-01-13,1,5,0,2.33
PRJ_169,2023-01-14,2,7,0,4.0
PRJ_169,2023-01-15,4,7,0,6.2
PRJ_169,2023-01-16,6,7,0,8.4
PRJ_169,2023-01-17,8,7,0,10.6
PRJ_169,2023-01-18,10,8,3,12.58
PRJ_169,2023-01-19,13,12,5,14.62
PRJ_169,2023-01-20,14,14,5,17.36
PRJ_169,2023-01-21,15,16,7,20.52
PRJ_169,2023-01-22,19,16,8,24.14
PRJ_170,2023-01-12,0,7,0,1.83
PRJ_170,2023-01-13,1,8,0,4.0
PRJ_170,2023-01-14,3,6,0,6.5
PRJ_170,2023-01-15,7,6,0,8.33
PRJ_170,2023-01-16,9,8,0,9.9
PRJ_170,2023-01-17,9,11,0,11.87
PRJ_170,2023-01-18,11,11,1,14.71
PRJ_170,2023-01-19,13,12,2,17.54
PRJ_170,2023-01-20,15,13,3,20.71
PRJ_170,2023-01-21,19,13,5,23.82
PRJ_170,2023-01-22,23,13,6,26.61
PRJ_171,2023-01-12,0,1,0,0.0
PRJ_171,2023-01-13,0,4,0,0.33
PRJ_171,2023-01-14,0,4,0,1.53
PRJ_171,2023-01-15,1,5,0,2.73
PRJ_171,2023-01-16,3,8,0,4.13
PRJ_171,2023-01-17,3,10,0,6.31
PRJ_171,2023-01-18,5,9,4,9.16
PRJ_171,2023-01-19,9,9,6,11.8
PRJ_171,2023-01-20,12,9,8,13.68
PRJ_171,2023-01-21,13,12,9,14.95
PRJ_171,2023-01-22,14,15,12,16.71
PRJ_172,2023-01-12,0,3,0,1.67
PRJ_172,2023-01-13,2,1,0,2.67
PRJ_172,2023-01-14,3,1,0,3.0
PRJ_172,2023-01-15,3,2,0,3.33
PRJ_172,2023-01-16,3,5,0,3.87
PRJ_172,2023-01-17,4,6,0,5.0
PRJ_172,2023-01-18,4,9,2,6.11
PRJ_172,2023-01-19,5,10,4,7.75
PRJ_172,2023-01-20,6,13,7,9.34
PRJ_172,2023-01-21,7,21,10,11.31
PRJ_172,2023-01-22,8,24,11,14.38
PRJ_173,2023-01-12,0,6,0,1.25
PRJ_173,2023-01-13,1,9,0,2.95
PRJ_173,2023-01-14,2,8,0,5.65
PRJ_173,2023-01-15,4,9,0,8.02
PRJ_173,2023-01-16,9,5,0,10.63
PRJ_173,2023-01-17,10,5,0,12.0
PRJ_173,2023-01-18,12,9,1,13.5
PRJ_173,2023-01-19,13,13,2,15.82
PRJ_173,2023-01-20,14,13,4,18.86
PRJ_173,2023-01-21,18,11,3,21.65
PRJ_173,2023-01-22,20,16,6,23.49
PRJ_174,2023-01-13,0,5,0,1.67
PRJ_174,2023-01-14,1,5,0,3.33
PRJ_174,2023-01-15,4,3,0,5.0
PRJ_174,2023-01-16,5,5,0,5.87
PRJ_174,2023-01-17,6,6,0,7.27
PRJ_174,2023-01-18,6,7,0,9.0
PRJ_174,2023-01-19,8,5,3,11.07
PRJ_174,2023-01-20,11,7,3,12.47
PRJ_174,2023-01-21,13,9,4,13.9
PRJ_174,2023-01-22,13,11,6,15.76
PRJ_175,2023-01-13,0,3,0,1.33
PRJ_175,2023-01-14,2,5,0,2.2
PRJ_175,2023-01-15,2,6,0,3.43
PRJ_175,2023-01-16,2,10,0,4.87
PRJ_175,2023-01-17,4,12,0,7.26
PRJ_175,2023-01-18,5,14,0,10.23
PRJ_175,2023-01-19,8,15,1,13.8
PRJ_175,2023-01-20,13,11,2,17.59
PRJ_175,2023-01-21,16,13,4,20.35
PRJ_175,2023-01-22,20,13,5,23.38
PRJ_176,2023-01-13,0,4,0,1.0
PRJ_176,2023-01-14,1,6,0,2.25
PRJ_176,2023-01-15,2,8,0,4.03
PRJ_176,2023-01-16,3,7,0,6.29
PRJ_176,2023-01-17,6,8,0,8.22
PRJ_176,2023-01-18,8,7,0,10.2
PRJ_176,2023-01-19,9,8,3,11.84
PRJ_176,2023-01-20,11,9,4,13.71
PRJ_176,2023-01-21,12,11,5,15.42
PRJ_176,2023-01-22,15,11,6,17.58
PRJ_177,2023-01-13,0,3,0,1.33
PRJ_177,2023-01-14,2,5,0,2.33
PRJ_177,2023-01-15,2,7,0,4.0
PRJ_177,2023-01-16,3,7,0,6.33
PRJ_177,2023-01-17,7,7,0,8.46
PRJ_177,2023-01-18,9,6,0,10.21
PRJ_177,2023-01-19,9,9,2,11.62
PRJ_177,2023-01-20,10,14,5,13.68
PRJ_177,2023-01-21,13,13,7,16.54
PRJ_177,2023-01-22,14,16,7,18.98
PRJ_178,2023-01-13,0,4,0,1.33
PRJ_178,2023-01-14,2,8,0,2.67
PRJ_178,2023-01-15,2,10,0,4.82
PRJ_178,2023-01-16,4,9,0,7.64
